isolate_id,column,tray,box,position,Organism,Project,Date Added,Added by,Strain,Status,Source
ELL-NOO-20-205,3,3,2,20,,,,,,,
ILO-ET-20 004a,3,3,2,21,,,,,,,
ILO-ET-20 015b,3,3,2,22,,,,,,,
ILO-AC-20 003b,3,3,2,23,,,,,,,
ILO-AC-20 004a,3,3,2,24,,,,,,,
BP 0772,3,3,3,10,,,,,,,
7057 BPL,3,3,3,11,,,,,,,
076a CLL,3,3,3,12,,,,,,,
CLL K224,3,3,3,13,,,,,,,
CLL K225,3,3,3,14,,,,,,,
CLL K226,3,3,3,15,,,,,,,
CLL 305,3,3,3,16,,,,,,,
CLL 307,3,3,3,17,,,,,,,
CLL 307D,3,3,3,18,,,,,,,
CLL 316,3,3,3,19,,,,,,,
CLL 318,3,3,3,20,,,,,,,
CLL 320,3,3,3,21,,,,,,,
CLL 332,3,3,3,22,,,,,,,
CLL 333,3,3,3,23,,,,,,,
CLL 333D,3,3,3,24,,,,,,,
2020 KPN 1,3,3,4,8,,,,,,,
CLL 205,3,3,4,10,,,,,,,
CLL 211,3,3,4,11,,,,,,,
CLL K217,3,3,4,12,,,,,,,
CLL K227,3,3,4,13,,,,,,,
CLL K228,3,3,4,14,,,,,,,
CLL K229,3,3,4,15,,,,,,,
CLL 308,3,3,4,16,,,,,,,
CLL 309,3,3,4,17,,,,,,,
CLL 311,3,3,4,18,,,,,,,
CLL 322,3,3,4,19,,,,,,,
CLL 325,3,3,4,20,,,,,,,
CLL 328,3,3,4,21,,,,,,,
CLL 334a,3,3,4,22,,,,,,,
CLL 334D,3,3,4,23,,,,,,,
CLL 335,3,3,4,24,,,,,,,
CLL 206,3,4,1,4,,,,,,,
CLL 303,3,4,1,5,,,,,,,
ELL-NOO-20 81bi,3,4,1,6,,,,,,,
ELL 114b,3,4,1,7,,,,,,,
ELL 155,3,4,1,8,,,,,,,
ELL 151b,3,4,1,9,,,,,,,
OAU-20 595ia,3,4,1,10,,,,,,,
OAU-LT-20 116,3,4,1,11,,,,,,,
OAU-LT-20 105bia,3,4,1,12,,,,,,,
UCH-OGU-20 P025b,3,4,1,13,,,,,,,
UCH-OGU-20 P0241,3,4,1,14,,,,,,,
UCH-OGU-20 P0241D,3,4,1,15,,,,,,,
ELL 83,3,4,2,4,,,,,,,
ELL-NOO-20 83b,3,4,2,5,,,,,,,
ELL-NOO 92,3,4,2,6,,,,,,,
ELL 164a,3,4,2,7,,,,,,,
ELL 171b,3,4,2,8,,,,,,,
ELL 172a,3,4,2,9,,,,,,,
OAU-LT-20 105bib,3,4,2,10,,,,,,,
OAU-OA 013,3,4,2,11,,,,,,,
OAU 034b,3,4,2,12,,,,,,,
OAU-OA 052,3,4,2,14,,,,,,,
OAU-WD-20 086b,3,4,3,1,,,,,,,
OAU-WD-091,3,4,3,2,,,,,,,
OAU-WD-20 092b,3,4,3,3,,,,,,,
OAU-WD-20 113a,3,4,3,4,,,,,,,
OAU-WD-20 113b,3,4,3,5,,,,,,,
OAU-WD-113,3,4,3,6,,,,,,,
UCH-OGU-20 P0160,3,4,3,7,,,,,,,
UCH-OGU-20 P0904bii,3,4,3,8,,,,,,,
UCH-OGU-20 P0965b,3,4,3,9,,,,,,,
OAU-WD-093b,3,4,4,1,,,,,,,
OAU-WD-20 108a,3,4,4,2,,,,,,,
OAU-WD-109,3,4,4,3,,,,,,,
OAU-WD-20-177b,3,4,4,4,,,,,,,
OAU-WD-20-119a,3,4,4,5,,,,,,,
OAU-WD-121,3,4,4,6,,,,,,,
UCH-OGU-20 P1020,3,4,4,7,,,,,,,
ELL 15C,3,4,4,9,,,,,,,
ILO-AC-20 003a,3,5,1,1,,,,,,,
AC 005,3,5,1,2,,,,,,,
ILO-AC-20,3,5,1,3,,,,,,,
OAU-LT 160,3,5,1,4,,,,,,,
LT-OAU 177,3,5,1,5,,,,,,,
OA 209,3,5,1,6,,,,,,,
UCH-OGU-20 P01215a,3,5,1,7,,,,,,,
UCH-OGU-20 P0782,3,5,1,8,,,,,,,
Adeyegbe,3,5,1,10,,,,,,,
ELL 85b,3,5,1,11,,,,,,,
85bD-NOO ELL,3,5,1,12,,,,,,,
PS 503,3,5,1,13,,,,,,,
PS 004,3,5,1,14,,,,,,,
PS 005,3,5,1,15,,,,,,,
PS 012,3,5,1,16,,,,,,,
PS 014,3,5,1,17,,,,,,,
ILO-BC-20/ lut 392,3,5,1,18,,,,,,,
OAU-AOA 032a,3,5,1,19,,,,,,,
OA 035,3,5,1,20,,,,,,,
OAU-AOA-20 090,3,5,1,21,,,,,,,
ILO-AC-20,3,5,2,1,,,,,,,
AC 009,3,5,2,2,,,,,,,
ILO-AC-20,3,5,2,3,,,,,,,
OA 038,3,5,2,4,,,,,,,
OAU OA 038D,3,5,2,5,,,,,,,
OAU-AOA 066a,3,5,2,6,,,,,,,
ELL -NOO-20 91aii,3,5,2,9,,,,,,,
ELL 101,3,5,2,10,,,,,,,
ELL-NOO 101D,3,5,2,11,,,,,,,
ELL-NOO-20 106a,3,5,2,12,,,,,,,
PS 006,3,5,2,13,,,,,,,
PS 007,3,5,2,14,,,,,,,
PS 008,3,5,2,15,,,,,,,
OAU-AOA-20 3542b,3,5,2,16,,,,,,,
OAU-LT-20 121b,3,5,2,17,,,,,,,
OAU-LT-20 107a,3,5,2,18,,,,,,,
OAU-OA-20 244,3,5,2,19,,,,,,,
OAU-OA-20 2610,3,5,2,20,,,,,,,
OAU-WD 068,3,5,2,21,,,,,,,
CLL 317,3,5,3,7,,,,,,,
ELL 99a,3,5,3,8,,,,,,,
ILO-ET-20 009b,3,5,3,9,,,,,,,
ILO-ET-20 005a,3,5,3,10,,,,,,,
ILO-ET-20 005b,3,5,3,11,,,,,,,
ILO-ET-20 005bD,3,5,3,12,,,,,,,
ELL-NOO 95ai,3,5,3,13,,,,,,,
ELL-NOO 95aii,3,5,3,14,,,,,,,
ELL-NOO 2099a,3,5,3,15,,,,,,,
ELL 106a,3,5,3,16,,,,,,,
DTU-EQA 23-001,3,5,3,22,,,,,,,
DTU-EQA 23-002,3,5,3,23,,,,,,,
DTU-EQA 23-003,3,5,3,24,,,,,,,
"2020 SAL 1 SAL,SDA,STY,CFR,CYO,CKO",3,5,4,5,,,,,,,
BC 461a,3,5,4,7,,,,,,,
UCH-OGU-20 P0644,3,5,4,8,,,,,,,
ILO-ET-20 014a,3,5,4,10,,,,,,,
OAU-ET-20/ ILO-020,3,5,4,11,,,,,,,
ELL-NOO 106a,3,5,4,13,,,,,,,
LUT-20 015B,3,5,4,14,,,,,,,
SS 344,3,5,4,15,,,,,,,
LKO 083,3,5,4,17,,,,,,,
DTU-EQA 23-004,3,5,4,22,,,,,,,
DTU-EQA 23-005,3,5,4,23,,,,,,,
DTU-EQA 23-006,3,5,4,24,,,,,,,
